Q202631	American physicist (1911-2008)
Q733878	British archaeologist (1890-1976)
Q925988	President of Dartmouth College
Q333922	English philosopher and historian of science (1794–1866)
Q268160	American rock band
Q213647	American soul singer (1944–2003)
Q373895	American actress and comedian (1922–2021)
Q942472	American photographer (1871-1925)
Q361617	American author (1899–1985)
Q216726	American astronaut (1930-1967)
Q292290	American author, co-founder of the Seventh-day Adventist Church (1827–1915)
Q1586301	American sociologist (1930–2024)
Q722689	American publisher, co-founder of the Seventh-day Adventist Church (1821–1881)
Q382021	American anthropologist (1900–1975)
Q2917016	British chef and restaurateur
Q271575	American actress (1889–1938)
Q946034	American football player (1961–2004)
Q320163	American AIDS spokesperson and "poster boy" (1971–1990)
Q288656	American snowboarder and skateboarder
Q453410	English author (1906–1964)
Q442202	American model and game show hostess
Q3565918	American civil rights activist (1893-1955)
Q314399	English minister and preacher
Q509662	American novelist (born 1969)
Q921241	British Poet Laureate and playwright (1715–1785)
Q470182	American jazz musician and popular bandleader (1890–1967)
Q23333	Australian politician, 21st Prime Minister of Australia (1916–2014)
Q453209	American mass murderer and spree killer; perpetrator of the University of Texas Tower shooting (1941–1966)
Q271910	American sculptor (1875-1942)
Q537158	American astronomer (1847–1921)
Q235523	American astronaut
Q336893	American ecologist (1920–1980)
Q458372	American Quaker poet and advocate of the abolition of slavery (1807-1892)
Q285062	Nobel laureate in chemistry & American chemist
Q2266429	American professional golfer (1939–2022)
Q93346	English rock band
Q331853	American linguist (1897–1941)
Q235029	Canadian ice hockey and softball player
Q3318231	7th President of the Republic of Indonesia
Q206379	Nobel prize winning US physicist
Q57068	German physicist (1864-1928)
Q706543	American hematologist (1907-1976)
Q178577	American mathematician, scientist in cybernetics and artificial intelligence (1894–1964)
Q272184	Russian-Polish musician (1835–1880)
Q262474	Polish linguist
Q49086	Jewish Austrian Holocaust survivor and Nazi hunter (1908–2005)
Q217573	American actress
Q438241	American writer (1856-1923)
Q193876	British former professional road and track racing cyclist
Q1409039	Australian children's music group, and later, fill-in understudies since 2007
Q77127	German dancer, choreographer, and dance instructor (1886–1973)
Q155790	Hungarian-American physicist and mathematician (1902–1995)
Q49334	Raden Wijaya was a Javanese King, the founder and the first monarch of Majapahit empire
Q3631722	Javanese third monarch of Majapahit empire
Q61863	German classical philologist (1848-1931)
Q16475	Swedish tennis player
Q107450	American theoretical physicist
Q380805	18th century English criminal
Q191966	American actor (1933–2016)
Q237514	American children's writer, diarist, and journalist (1867-1957)
Q155087	American playwright and novelist (1897–1975)
Q105338	Dutch politician (born 1963)
Q184433	English mathematician (1953–)
Q936479	English rapper and record producer
Q329092	African-American painter (born 1977)
Q150747	Queen of the Netherlands from 1890 to 1948 (1880-1962)
Q15485276	American film personality and publisher
Q62857	British computer scientist (1913–2010)
Q274128	British Nobel laureate in Chemistry
Q1204884	English industrialist
Q318920	English rugby union footballer
Q12072926	Australian journalist and television presenter
Q1270178	American newspaper columnist, journalist, and author
Q312615	Franco-Flemish composer and founder of the Venetian School (1480–1562)
Q154952	King of the Netherlands (born 1967)
Q2079957	King of the Netherlands and Grand Duke of Luxembourg 1815-1840 (1772-1843)
Q102005	King of England from 1087 to 1100
Q154287	King of the Netherlands and Grand Duke of Luxembourg from 1840 to 1849 (1792-1849)
Q311455	prince of Orange and Stadtholder of Holland (1626–1650)
Q125649	King of the Netherlands and Grand Duke of Luxembourg (1817-1890)
Q130822	King of the United Kingdom and Hanover from 1830 to 1837
Q380949	hereditary stadtholder of the Netherlands (1711-1751)
Q312215	Prince of Orange, General Stadtholder of the United Provinces (1748-1806)
Q5351	Duke of Aquitaine and Gascony and Count of Poitou
Q316083	Flemish Franciscan missionary and explorer
Q378088	British Army general; (1721-1765)
Q345641	English moral philosopher (1929–2003)
Q2397929	American comedian and actor (1874–1922)
Q157690	Northern Irish peace activist (1943–2020)
Q459695	American TV news anchor
Q5119355	Jamaican physician (1893-1992)
Q1338879	first Prime Minister of Trinidad and Tobago (1911–1981)
Q232395	American swimmer, actress and singer (1921–2013)
Q211239	American teacher and aid worker
Q948301	writer (1881-1944)
Q126677	American jazz pianist and composer (1910–1981)
Q14313	American record producer and songwriter (born 1973)
Q394628	Welsh scholar, author, and Marxist literary critic (1921–1988)
Q47875	British pop singer (born 1974)
Q55176	American video game designer (b. 1953)
Q83338	American actor and comedian (1951–2014)
Q391591	English Baptist theologian and author (1603–1683)
Q49615	Archbishop of Canterbury (2002–2012)
Q317713	American murderer (1953–2005)
Q172478	American baseball player and fighter pilot
Q11578	American tennis player (born 1980)
Q178106	American poet (1883-1963)
Q968980	Australian dramatist and playwright
Q232062	American economist (1932–2020)
Q2680	American actor (born 1955)
Q5365061	American writer
Q971493	American magazine writer, editor, and publisher (1806-1867)
Q54543	American tennis player (1905–1998)
Q888326	American musician (1905–1975)
Q3530930	Australian sportsman (1835–1880)
Q1392544	British surveyor (1834–1861)
Q358912	English poet, and peer of the realm (1647-1680)
Q1353638	British embryologist (1944–2023)
Q21623331	American basketball player (born 1996)
Q764812	American playwright (1945-2005)
Q313013	American musician, singer, songwriter and record producer
Q162900	Scottish physicist and meteorologist (1869-1959)
Q211029	American biologist, naturalist, and writer (1929–2021)
Q704931	American writer, literary and social critic, and noted man of letters (1895-1972)
Q128956	Prime Minister of the United Kingdom from 1964-1970 and 1974-1976 (1916–1995)
Q181483	American singer (1934–1984)
Q240647	English novelist
Q472056	Canadian geologist (1908–1993)
Q193503	Nobel prize winning US physicist
Q503635	American playwright (1937-2011)
Q171034	American astronomer (born 1936)
Q780278	British journalist, swimming instructor and coach, originator of the game of water polo (1844–1912)
Q3097952	American gossip journalist (1897-1972)
Q727677	American businessman and politician (1810-1880)
Q57280	German art historian and archaeologist, and conservator of the Vatican Library (1717–1768)
Q15897	British singer-songwriter (1983–2011)
Q61045	American physicist
Q62177	German equestrian (1926–2018)
Q438194	Native American writer, activist, scout, and teacher (1844–1891)
Q451348	British pediatric psychiatrist and psychoanalyst (1896–1971)
Q202765	English actress (born 1975)
Q2342652	American author (1919-2003)
Q2522402	American jeweller (1896–1978)
Q4538	American comedian, actor, artist (1925–2013)
Q202144	American actress (1920–2006)
Q720766	Governor of the Province of Massachusetts Bay and Author of "City upon a Hill" (1588-1649)
Q460431	British stockbroker who saved 669 Jewish children during 1938–39 (1909–2015)
Q327526	Australian novelist, short story writer, children's writer and screenwriter (born 1960)
Q230744	English magazine editor
Q731740	Indonesian general and politician
Q570103	Ghanaian philosopher and author
Q692056	German American sociologist (1897-1952)
Q92604	Swiss computer scientist (1934–2024)
Q349217	English actor, comedian and singer-songwriter
Q2892698	American businesswoman (1913–1992)
Q59821	American film director, film producer and film editor (1914–2005)
Q54041	King of Poland and Grand Duke of Lithuania (1669-1673)
Q1074998	American anthropologist (1870–1947)
Q705564	National hero of Namibia
Q44063	American actress (born 1976)
Q318362	Grand Pensionary of Holland (1625–1672)
Q58028	German figure skater
Q155329	Russian statesman and first Prime Minister of the Russian Empire (1849-1915)
Q201513	American theoretical physicist
Q263201	French writer (1935-2003)
Q57201	German Waffen-SS tank commander
Q2354223	13 women married to Muhammad and brief outlines of the circumstances of the marriages
Q16233663	Nigerian singer and songwriter (born 1990)
Q54048	King of Poland (1260-1333)
Q54046	Duke of Poland (1043-1102)
Q54054	King of Poland and Grand Duke of Lithuania (1595-1648)
Q6399	Polish hammer thrower
Q207515	English author (1881–1975)
Q310067	American microbiologist
Q734264	Irish radio and television broadcaster (1938–2016)
Q55183	American business executive (1968–2024) Former CEO of YouTube.
Q3395345	American bank robber (1945–2006)
Q550381	American television producer (born 1946)
Q89562	American anthropologist (1923-1999)
Q65337	German philologist
Q215747	Austrian composer (1860–1903)
Q57399	Head of the East German foreign intelligence service during the Cold War (1923–2006)
Q361149	American science fiction and fantasy writer (1931–2019)
Q379812	British Army officer (1727–1759)
Q314256	American writer
Q216195	American author and journalist (1930–2018)
Q6835425	American author, essayist, and journalist
Q1906058	American criminologist (1924–1998)
Q364638	Swiss painter (1864-1930)
Q1935194	American DJ and music TV host (1938–1995)
Q18821	German knight and poet (1170–1220)
Q7330069	American historian
Q312975	English chemist and physicist (1766–1828)
Q206512	English political figure, archbishop of York and cardinal-priest of Santa Cecilia (1473-1530)
Q476119	South Korean girl group
Q232376	Chinese American actress (1905-1961)
Q464650	Hong Kong singer-songwriter and actress
Q317869	Chinese martial artist and physician (1847-1924)
Q9455382	Hong Kong politician
Q485114	Korean Buddhist monk and commentator (617–686)
Q55432	Hong Kong film director, screenwriter and film producer
Q483771	American actor (born 1981)
Q217434	American painter (1891–1942)
Q221843	American screenwriter, director, producer, actor, author, and film editor
Q887716	5th Chief of Staff of the U.S. Army (1860-1927)
Q6811383	American mathematician
Q180919	American actress (1938–1981)
Q551032	American basketball coach (1910–2010)
Q260378	American suffragist, editor (1838-1927)
Q5047158	American historian, writer, and journalist (1875–1950)
Q612410	American historian (1908-1999)
Q1111542	American actress (born 1930)
Q361859	American critic (1887-1943)
Q2142312	American businessman (1852-1919)
Q539385	American astronaut (1932–2020)
Q463570	Danish scientist (1588–1654)
Q954650	West Indian cricketer (1924–1967)
Q454330	English fashion designer (1825-1895)
Q188389	American actress (1916–2002)
Q49072	American writer (1915-2019)
Q135329	Baltic German explorer and Russian admiral (1797-1870)
Q108260	Russian army general of Baltic German origin (1878-1928)
Q30148517	Director of the Federal Bureau of Investigation from 2017 to 2025
Q266694	actress (1907-2004)
Q3640063	Ulster Loyalist Force Brigadier (1960-1997)
Q469885	Australian poet, environmentalist and Indigenous rights campaigner (1915–2000)
Q16494	American computer scientist and academic
Q3311905	American golfer (1935–2020)
Q319820	American novelist and poet (1908–1960)
Q1969967	American comedian
Q309493	American video game designer and entrepreneur (born 1960)
Q1327591	Northern Zhou emperor
Q228889	Chinese writer
Q450317	Chinese-American physicist (1912–1997) (death at 85 years)
Q1196022	Chinese artist (c.689–c.759)
Q7356	Emperor of the Jin Dynasty from 266 to 290
Q49699	Emperor of Liu Song from 420 to 422
Q705864	Chinese politician (1909-1969)
Q1061289	founder of China's Zhou dynasty
Q1036871	Malaysian physician (1879–1960)
Q233779	Chinese diver
Q1268609	Chinese Wu kingdom general and politician (died 484 BC)
Q10919666	Chinese playwright
Q610164	Tiananmen Square protest leader
Q57809	German opera singer (1930–1966)
Q264849	American serial killer (1956–2002)
Q29085	Javanese King
Q239546	Dutch speed skater
Q314325	English poet and diplomat (1503-1542)
Q187173	English rebel leader during the reign of Queen Mary I (1521-1554)
Q978564	English dramatist of the Restoration period
Q316325	American visual artist (1917–2009)
Q95055	American actress (1917–2007)
